"","Compound","CR_1(raw)","CR_10(raw)","CR_100(raw)","CR_101(raw)","CR_103(raw)","CR_104(raw)","CR_105(raw)","CR_11(raw)","CR_18(raw)","CR_19(raw)","CR_20(raw)","CR_22(raw)","CR_23(raw)","CR_27(raw)","CR_28(raw)","CR_3(raw)","CR_32(raw)","CR_35(raw)","CR_36(raw)","CR_37(raw)","CR_38(raw)","CR_4(raw)","CR_40(raw)","CR_41(raw)","CR_42(raw)","CR_44(raw)","CR_49(raw)","CR_5(raw)","CR_51(raw)","CR_53(raw)","CR_57(raw)","CR_59(raw)","CR_6(raw)","CR_64(raw)","CR_65(raw)","CR_7(raw)","CR_83(raw)","CR_85(raw)","CR_87(raw)","CR_91(raw)","CR_92(raw)","CR_93(raw)","CR_95(raw)","CR_99(raw)","NR_106(raw)","NR_111(raw)","NR_112(raw)","NR_12(raw)","NR_13(raw)","NR_14(raw)","NR_15(raw)","NR_16(raw)","NR_17(raw)","NR_2(raw)","NR_21(raw)","NR_25(raw)","NR_30(raw)","NR_31(raw)","NR_33(raw)","NR_34(raw)","NR_39(raw)","NR_43(raw)","NR_46(raw)","NR_47(raw)","NR_48(raw)","NR_50(raw)","NR_55(raw)","NR_56(raw)","NR_63(raw)","NR_66(raw)","NR_68(raw)","NR_69(raw)","NR_70(raw)","NR_8(raw)","NR_9(raw)","NR_96(raw)","NR_CR_24(raw)","NR_CR_26(raw)","NR_CR_29(raw)","NR_CR_45(raw)"
"639","409.30963@8.751342",1397848,984179,1694098,1920252,984051,1020574,1043116,461866,1813160,1262466,789661,844299,1149085,1180606,1162628,981865,1437500,1629798,2397922,1072885,721610,1259927,878638,NA,2070411,851735,1559299,NA,1073908,598314,1269642,1159296,1545604,1436487,1582303,1074677,1208556,946869,1423360,1770598,931675,1123798,935716,928797,796778,946489,1080995,NA,3551681,1161665,408331,1619714,848270,570276,1432662,287508,1566759,1369683,1445214,1051112,1250528,1370862,NA,1553637,1847506,1271133,2190890,2140689,1732645,1292998,1637516,1371039,977189,1018496,949297,1070952,1654448,499269,1609507,1261252
"640","424.2975@8.75242",542310,238514,470195,723604,NA,410898,386771,205075,694305,NA,321967,365346,366908,427937,516956,NA,528379,425857,827274,406858,NA,545874,NA,215067,727335,336696,536488,398511,434828,249073,558868,503517,599336,613362,609891,486150,441402,329403,NA,571033,385058,482808,352232,NA,366126,411849,495456,526946,NA,441244,160128,623799,NA,235055,564946,NA,688260,592711,613501,466287,576151,NA,391478,546333,309380,455658,727073,622972,473357,522042,557049,506476,403084,424582,392893,487279,613142,218207,664931,453168
"641","469.35544@8.753208",193318,130564,178927,NA,121942,171589,183888,80882,208647,155190,108934,112044,146136,180958,152064,127958,NA,157385,193587,168090,127251,170628,149769,90131,240888,162499,184843,127963,134267,107355,146340,144935,226942,153079,225995,137564,201396,NA,188531,117684,140681,138648,82417,128333,150774,NA,150538,160783,NA,193896,101131,NA,123774,97255,176449,53692,166129,152102,NA,137428,148185,164877,187425,150803,194172,170559,169947,203852,192524,184483,205198,168268,144748,151389,178048,142431,234357,113104,181058,102418
"642","683.5545@8.759473",110679,102090,102294,139983,110497,137585,105030,116988,114796,110256,104020,99433,129050,115021,108908,97893,NA,81068,NA,117418,105350,117437,NA,119751,121380,108253,119563,108350,190137,108748,98301,108541,123928,106480,123588,NA,125041,111497,124032,106683,109255,93020,118738,109128,110845,109273,125444,NA,112942,101919,NA,89593,98739,120074,99572,96470,103023,102441,NA,NA,117361,102249,109536,88314,99483,113372,96285,93763,66196,NA,101139,118744,104856,109910,108157,111990,124626,111631,119426,103344
"643","440.3287@8.763662",225341,105139,189776,215119,128795,123855,111135,52422,247708,106934,75561,NA,96986,124574,115589,75435,141883,153913,228920,159387,56009,143476,NA,53586,256544,95540,171964,103515,107539,67020,NA,139800,194875,181437,176151,115981,133086,NA,153907,166891,77034,103654,240579,77710,90030,102735,94516,156347,206570,118122,NA,190088,83102,40841,135687,25215,189072,194228,169937,NA,NA,135292,95130,137744,269263,NA,260555,189659,191969,169030,112517,138068,83988,95860,116065,126453,213816,72021,179610,127978
"644","777.53076@8.76581",147119,247275,242444,489846,581117,52569,NA,125132,141712,NA,160866,182424,215377,75119,199569,74305,85900,387157,248534,469599,122316,21085,102451,154026,176877,130014,72967,170813,94683,NA,115990,752039,66477,234903,167290,121823,313754,345589,166566,54464,176836,81902,1055840,133806,471892,59917,190139,NA,101994,158890,23069,141891,178080,324514,65055,72109,NA,110243,204668,325671,177381,80026,20683,166226,NA,208603,149634,354304,225014,NA,101393,20612,279145,185413,NA,247792,328985,229303,176516,192344
"645","567.41974@8.797976",NA,136848,162748,206053,276543,278078,22071,184486,224646,141253,102485,69535,59401,107183,79700,NA,134363,222725,90813,198824,45113,84459,65752,NA,NA,183370,68989,76345,101728,66717,NA,479432,149701,401184,47112,68040,NA,135072,35795,51347,NA,25703,105470,165358,165914,180575,161546,188254,108777,25456,132585,58643,113342,67551,21751,179401,NA,60847,30460,286570,112984,29570,35014,79981,51996,88043,109541,NA,126051,303249,132699,162320,126620,381261,40022,108931,141892,177963,NA,80916
"646","595.50214@8.824866",102028,93657,84136,95093,96982,90559.540074155,98667,101916,99542,82753,97058,82285,96545,103871,82874,86918,102930,86537,93441,88668,81378,89033,71900,89993.1555055882,108038,90435,91837,88042,143570,NA,92900.5031955148,100981,98019,95093,79926,89313,90347,90470,108711,84243,88028,71517,100879,88225,92117,91163,77818,98013,NA,NA,100192,87242,87389,96371,92481,86450,91410,NA,92627,75112,101195,85631,81049,89374,NA,107111,84031,83367,86566,79440,101507,NA,90655,82370,101486,91419,111161,82352,89975,79227
"647","765.53015@8.841039",42511,81405,31146.3876281439,220266,198603,33144,49558.4284487181,36096,28213,36696.780101179,44683.8955017604,41362,84508.9452374034,24207,78862.3672269432,NA,17355,59747,95156,140697,21236,85452,NA,55128,NA,40162,28084,75661,18091,32770.3792448451,48839,NA,18615,NA,16430,16891,24737,122829,18210,43365.7110041685,38555,20522,167246,66346.7920027976,NA,35427,61483.9084665449,13113,NA,50924.9137585182,60267,39718,50227,108633,62826.5107565525,27298,NA,75161,54631,155108,47599.9826613577,39864.2155623463,NA,27774,43117.5289151095,21022,49378,29122,54731.9927390176,41675.1385714137,29732,33187,93232,92988,51534.2946594901,64039,59538.0974141809,91449,37779,67404
"648","505.41275@8.852164",434982,310264,NA,291336,159786,263822,299888,102408,633078,194333,128520,114088,175863,316765,188892,165927,364691,287945,NA,232677,143221,198498,170750,94464,657592,199502,294160,138079,NA,87346,168552,205003,427024,229310.716594239,NA,136410,398710,NA,454730,342949,170674,166869,274581,147669,165711,200240,141011,206475,540703,304174,151652,239118,106760,NA,295764,68746,269793,NA,339583,165403,184480,223142,390850,227790,514652,280080,354305,332897,274481,354616,208008,246264,215563,151079,196053,NA,570312,85259,256229,238432
"649","482.33716@8.85223",151266,NA,243125,214755,102967,110440,121433,49612,NA,NA,95044,67707,108367,115006,114682,107064,173969,234535,271665,97310,51154,122011,69534,49252,241877,68786,169269,84847,97443,49095,115452,133572,146288,NA,172932,101748,NA,80050,189906,303423,98479,118057,166187,106997,60047,73713,85246,116123,248072,131586,53379,170005,63872,47023,163834,NA,209937,113191,164248,110628,135086,146658,140360,173557,333023,145842,NA,163674,NA,NA,NA,162768,135590,89723,85079,94097,205653,36542,152390,162031
"650","551.47546@8.852418",77097,66037,55303,NA,62070,80574,64128,74819,64802,62156,58100,60958,65423,61342,62557,61349,72938,58291,63120,65884,62134,59210,66427,64143,75103,66828,58088,61811,100544,83739,NA,69892,57907,59586,65484,51733,66393,57990,85599,65447,64077.1630239494,NA,63683,60677,NA,60816,66127,57976,67588,67757,54726,58725,59474,67527,62549,66209,56191,53121,65351,55458,NA,57403,71889,65893,64082,96161,61112,56138,NA,58693,63634,64062,74229,51676,66919,59481,71176,66408,61643,60307
"651","477.3814@8.857182",292763,NA,402401,404049,209417,197299,201026,98906,468595,228051,163722,137562,207556,208975,224876,NA,304985,NA,NA,197646,99374,224697,129298,92562,419615,123643,301294,156953,186794,95151,210773,NA,277308,283827,NA,174169,270579,154212,330127,454467,184722,219227,327469,178239,131565,143681,160214,236159,NA,222355,99338,312421,120435,78571,286983,74887,371821,223760,308671,214598,239061,265306,215115,303079,551514,236300,484831,NA,315568,301317,202406,268326,224751,NA,154890,197127,370931,NA,297085,272292
"652","400.334@8.8577385",147318,100972,210354,NA,112341,98278,NA,49225,240562,114371,88542,67742,109088,109117,106775,98422,162487,199595,NA,134910,58253,109323,74097,86298,233135,73968,153252,81816,NA,54442,118108,124887,148480,143886,162865,95899,139200,83360,157419,NA,88004,114782,NA,92714,69503,NA,86924,120454,220086,103866,52599,189032,66747,84816,150773,44101,171019,120601.614492534,167472,110123,128052,134059,111672,NA,257742,NA,239469,145374,167340,152835,112473,119720,120947,88573,85125,96103,192475,38150,159398,141106
"653","507.4488@8.882128",37259,46775.0698635028,45976,39797,43566,NA,46087,48997,44446.7756751927,30722,45605,40371,62048,39516,47344.4131087835,38431,42885,45930,43016,40407,43363.7168470147,36006,43012.5901340447,51189,40825,43413,44257.5202223353,49257,58756,44259,36935,52262,41286,39218,46256,NA,52320,32919,41909,43881.7289265605,47604,45789,37210,41331,51943,51739,45572,NA,46291,NA,46013.7601687468,26207,39132.5814415352,NA,38771,48842,40647.6850364869,39931.107936916,42436,33973,49873,46126,44921,45899,32748,75599,44704.3353884775,NA,43629,45006.2488057978,41191,47935,41342,NA,47373,34309,45270.1142279153,32631,38303,42398
"654","797.5568@8.886976",144363,66316,137354,136730,81365,137547,119621,NA,168190,149630,153238,NA,258300,126512,204083,58436,359049,92389,226810,114372,132783.935550743,153692,120321,91347,131175,121933.372100746,158222,139878,149240.905922489,151047,143416,15307,232967,71346,120158,97196,119830,185935,183400,196029,232433,280315,127125,116912,45455,NA,134541,120124,204436,164262,207947,168034,217409,121243,47258,181521,NA,163196,140485,313110,190898,145920,165559,227473,148738,64492,77382,132779,152897,155682,131446,214804,322499,182624,158356,NA,116527.398725891,469290,135455,127825
"655","684.5576@8.890293",4721630,2922202,3235569,4967378,3895494,NA,NA,3822741,3742243,4613509,4560995,5076252,5086918,5051293,4658946,4339778,4752322,3471614,4365057,5390281,NA,5269065,5299832,4405251,3980026,NA,4988710,5313112,4818817,4776480,4953490,3862627,5007872,5228273,3642958,5346058,2719844,5260928,4212334,3501007,4068500,4574807,4674193,4068663,4871231,5772480,5298521,5345492,3757112,2998870,4075817,5605669,6171764,5090244,4085396,3630801,4937597,NA,4987370,NA,4530533,4419027,3228417,4735160,3324521,3105320,4452874,4814376,4937699,5129169,5370935,5054118,4071628,NA,4909437,5548195,4003693,5301221,5154343,4227322
"656","263.26093@8.890587",NA,349957,443098,585971,471667,483225,NA,512013,433906,559776,526637,465203,585123,594037,573150,529529,NA,456397,443552,NA,479636,524862,627150,491609,480528,607678,NA,626289,577289,574162,575049,503091,635629,616257,480210,498435,374414,NA,552771,429504,466660,542644,574284,512422,NA,725788,641775,602645,475633,413869,505203,NA,749089,598995,510878,403910,579113,746798,588444,560534,NA,547509,401745,545110,426552,418855,538019,600420,596501,NA,656202,604439,496949,559669,597722,639650,527692,626213,662146,495631
"657","702.5669@8.894628",118668752,82114680,89274584,111194496,NA,105042304,92796416,95227768,97850312,106061104,106925712,112692576,116047616,124285568,106510808,102563864,113775680,NA,NA,123025360,104899376,110307664,119472736,104293608,101834840,126167136,116333528,115635232,110308376,110383976,NA,96000032,124257440,NA,101172344,117785336,78016744,118575952,109001496,91509824,NA,104749280,108387432,99475808,116087696,131320936,117905808,117657544,88575456,80558568,109333112,120445888,122312248,113440056,95806160,NA,108390040,NA,108252464,113514480,105336208,102772368,95692472,100518200,90844728,80971056,103085064,110280448,112059232,NA,121836032,114318184,101583480,116436408,116235648,NA,105395880,120642800,NA,99235592
"658","853.5612@8.919903",305977,279038,195563,447447,213785,155097,38556,136893,170207,47534,171499,NA,160134,125064.802316191,72851,45546,107854,338316,171893,312849,246969,124140,76608,245370,122577,85687,94912,NA,66748,77923,176140,291228,73235,318898,176693,126136,279182,267423,67086,39714,199054,NA,319880,NA,320688,94601,148808,191491,190579,147879,213635,64558,139100,346837,49169,39682,NA,42288,137788,243427,149219,125643,40027,103552,NA,NA,170670,187061,196724,68364,139352,81693,228068,97807,35844,211543,197775,248622,85123,197190
"659","753.5306@8.934558",561404,656558,925069,1079904,4051009,NA,253810,NA,698424,205431,570648,492712,758670,220704,823891,NA,505297,1090220,1145461,1395366,NA,NA,304481,723124,515884,345389,268896,647493,456978,492824,NA,NA,216501,599480,519514,288007,1212428,1245280,635694,281622,890677,443682,3020757,477321,NA,218036,965100,314645,532176,383923,711987,385486,540386,1374718,286453,319014,349306,297748,478561,1070748,800366,310419,136641,587752,602526,331353,564581,960954,720039,240453,513809,434416,1258550,653811,440240,1240107,1146092,791515,677121,783684
"660","773.557@8.984043",468469,149924,232246,328557,238365,325648,298549,328792,467940,516657,510867,350679,505074,537554,419309.894015294,308366,564792,262261,415479,382736,402987,603848,377185,343943,NA,633928,669213,519265,411023,450649,688805,385589,856217,432321,NA,498471,170801,685495,453918,430048,281074,512521,500430,455932,411771,961534,404391,461500,301127,NA,389949,1108616,841297,369264,168141,508938,495316,550086,NA,601842,411250,414664,288225,NA,253532,195244,507959,321832,426417,944828,648424,654743,498520,NA,597205,516039,255505,1097266,690749,277710
"661","861.61755@9.021558",1940019,2518225,710338,333028,335011,694684,583301,285959,454689,885790,2213438,792140,1015830,914890,5025963,787150,721050,323774,406478,339385,514143,1436592,725815,329625,295693,6800616,1470615,639324,1198203,1249295,347321,1747105,725363,2047143,184576,2298519,2611672,894437,1211623,630627,1786797,985647,2355689,6629696,193297,5519156,1594556,564906,250265,1053389,2122506,627066,1891321,1371684,1790636,NA,1364906,NA,904914,253233,773469,427456,1525546,1317117,2741875,2305614,111076,2261056,3138659,886661,NA,543193,958058,7536136,1288895,627030,253483,227522,1675732,463227
"662","843.60785@9.022988",46165,55318,32844,NA,57880.4655618072,55633.5304910611,58895.274444743,68510.0866089303,39738.9207985778,NA,NA,49818.0683056733,32840,28671,126433,37283.8050893721,40214.4013238691,76913.9777152801,69845.6821425847,65145.9869316203,85951.4859243712,44248,NA,72279.3225074457,59772.0126599455,159518,47531,57009.2849412482,35391,32177,58223.7265200905,57109,55104.9607575812,65600,71494.6001132444,61971,71961,34273,36804,36815.550416766,54699,30554,NA,169966,88335.3367129191,144014,56601,18024,57892.9307901035,41580,65684,24973,NA,49983,30472,59022.5552338661,38171,176123,31438,55075.3325541437,62443.0361105991,53856.2748650155,NA,22288,64203,69639,65806.1329754088,67395,89469,78771.8998980239,40476,NA,25865,191900,32461,NA,79426.0432307401,NA,40843,71361.6588699875
"663","729.53156@9.043445",1089812,941001,1249201,1552902,9860765,327015,NA,1116762,854900,548606,1447343,871884,1000259,341439,1893266,1037994,520489,1787271,1573948,3704104,513556,1184993,570649,1519692,1036314,NA,666846,1513029,617198,883280,1394047,5031502,545988,1673579,NA,631670,1311713,2809882,1078498,642700,899631,NA,10116823,NA,4147277,934083,1649998,545416,577978,638651,945917,1758563,1344555,2844521,918745,580168,757704,1379699,866243,1639453,1250086,589962,137644,1002233,NA,NA,NA,1619337,1558803,591451,1573341,994125,1826915,1039571,1115553,3050642,2212702,NA,1505115,1250321
"664","829.56146@9.065807",809553,453759,578579,948872,1011721,338896,118600,387064,453701,138801,615209,489259,706779,297356,272295,133330,346174,754047,595675,1425330,396545,NA,254405,913244,254903,284107,241344,466000,242843,259154,98714,1100317,322640,1014090,315705,231909,98169,951894,156712,92393,488899,317953,1517139,441035,1190689,616608.25398879,560892,555840,NA,272535,NA,260008.305923938,408658,1008770,69531,109859,48097,190980,250650,945616,611637,34796,138229,251175,NA,261270,412725,412461,625462,209868,657825,231545,NA,231796,172341,798321,611425,874628,201592,450561
"665","728.5825@9.071358",10799793,7972647,10836167,19210828,NA,6100258,6538190,NA,10100256,5285377,15995298,6515904,15350556,9013431,8095600,4566545,10614556,8281619,16251895,28180128,7199191,10442210,5006102,14217936,6651755,11393831,13022320,6580513,7246714,6037116,10377851,NA,14361047,7379505,4734952,8097728,NA,16341932,8575514,2671997,7762553,9385399,24446010,6116656,9688188,10560010,7500389,9080702,6755673,3501135,NA,8979562,6510463,11189566,4524634,5583062,8015784,12898115,7588749,20637552,11978537,NA,8219935,8398108,5199421,NA,6266279,7849938,6668379,9172995,21196400,7903741,16732299,8940269,6227893,18302600,NA,11173533,6744642,NA
"666","828.5083@9.072623",530068,489604,653417,1075017,817526,311342,425382,20498,539799,419597,924057,NA,1027951,NA,441272,260520,496276,470541,NA,73482,394032,573014,276960,816297,359895,675440,703338,366266,470791,327345,668838,462810,696071,449647,245480,438335,421005,848559.84454582,403974,143014,496647,564103,1108942,470813.95337839,NA,617620,NA,477676,328861,203594,565962,624054,377357,577623.755905731,359880,NA,388156,907034,467506,1083645,737918,422547,451250,572056,279315,562601.137276853,386713,NA,436037,NA,968149,412699.627592789,1022185,NA,338951,948242,437828,703842,416917.411468377,689555
"667","701.2059@9.096013",218564,126223,147205,NA,141562,141169,127433,152548,136938,140920,195433,163884,147410,153525,139028,139852,133097,150140,159983,129536,163509,133337,137089,144731,124906,112661,140745,142836,160799,145027,208298,160203,121138,143254,142689,157007,138715,133495,150413,142680,148144,168882,139240,148321,147649,138878,NA,140268,136893,137948,118265,160038,167856,NA,149224,152397,156065,141688,131309,143675,154887,136583,111901,155955,166255,NA,154150,131607,163983,155869,131247,146379,164383,170058,127454,134405,114605,127212,NA,NA
"668","564.396@9.105642",200589,53393,86166,NA,NA,117822,72975,78501,NA,57897,195159,139811,44507,74415,139587,39625,50166,174220,48776,137649,82707,30646,87518.7755379867,180180,NA,149730,65668,62039,44611,63541,142357,115941,135973,NA,71116,67758,90932,195440,114374,NA,230753,70562,196308,148915,152870,247346,110879,67138,147581,NA,51100,153140,45387,190739,66841.8317677358,NA,58196,85554,97741.8671286944,58485,50209,38963,NA,NA,102365.06456663,98697,164303,139000,303870,59525,170342,66134,145921,NA,43505,197219,71386,NA,69082,91517
"669","791.54645@9.142474",423049,610817,540698,1217304,407933,208168,155412,147576,288501,234187,272846,621980,593783,256721,359065,158945,NA,500191,569252,907832,389719,579167,273056,396830,325573,395798,255141,315564,274245,265651,337683,985861,218302,424798,312149,385697,319588,970469,350526,97441,345028,220948,1241083,336412,572210,223551,257056,353701,175600,326521,518150,376048,483448,531479,144528,206534,309088,394115,533802,817135,428870,192094,54979,NA,197125,334153,311595,508462,461548,NA,348696,277836,571907,455611,178190,589515,385102,NA,NA,NA
"670","705.51825@9.142673",80024,29603,150298,158270,35332,NA,34913,18290,131760,60185,36141,35613,100582,87753,79302,43058,93040,93782,134466,78075,25314,46054,NA,NA,NA,40787,94734,33819,42782,31341,44021,83857,91050,136906,90296,NA,36287,66772.6535859141,98140,103182,NA,NA,181389,52056.3602697113,65902.7788409964,44957,72025,92804,131223,62175,66840.6107078988,129729,NA,23487,71536,54367.9053341358,134226,112264,126905,78244,97173,82548,34569,97781,NA,68309.496130968,89758,79082,130299,89443,48053,NA,80622,57612,53630,77970,127328,NA,102850,60684
"671","459.34988@9.146109",62957,50041,NA,81532,39802,39838,32878,17298,87291,62473.6420024549,27215,29708,57972,55277,41411,30109,78178,26809,35366,46933,41793.4667846997,39215,53687.159547948,36610.7616962845,101501,44390.6758147081,73323,35608,29269,39847.4712820642,55536.9273268248,57988,42751,74935,39408,56809.523356016,43534,42040,74013,97940,55001.2738273785,57457.3328678913,67486,30052,31697,39434,45297,58199,109295,46146,41708.7409806285,NA,30507,38601.1743572277,NA,43970.9355527006,76872,74138,77633,NA,43255.6422929197,61991,NA,71749,96201,41382,86344,61705,77810,75929,41299,42558,NA,53078.5653033684,39494,45074,30132,22287,53411,51612
"672","733.5491@9.151143",453878,140300,439408,585349,244547.246074744,214315,198652,19188,694778,200156,108605,143152,256853,463082,263793,206799,NA,NA,453640,355202,NA,208702,145077,126170,702986,246754,NA,146315,122608,126825,316068,243154,467207,327176,474906,NA,244964,184016,527505,309649,192646,142008,NA,124146,53271,272115,239893,381353,707509,314675,215142.972742051,445641,185484,191862.04737461,313260,NA,384116,336773,529311,NA,238713,337927,28220,342983,619254,188128,346269,386633,433835,490277,NA,25629,259083.624216458,236995,306311,63190,685777,117181,NA,202558
"673","365.36526@9.158976",1359431,40620,362137,NA,117019,704008,NA,32508,1991567,NA,706243,108932,NA,163409,132922,732524,84626,662965,724644,NA,NA,959426,577033,246114.849196265,243471,260605,102562,821973,940711,460980.849601433,350280,76581,842460,231535,607024,392983,733750,307358.125785014,NA,180228,266869,880307,89994,634070,453037.090965938,55258,106409,85061,134745,73739,363003,167830,NA,140043,569619,31117,257834,118139,176323,172152,402285,185277,NA,69504,92001,841735,NA,1489699,NA,112346,1008149,1002393,76613,622552,64889,123537,702361,NA,1142007,138021
"674","339.34967@9.169661",239362,131709,228321,134693,231760,208899,259537,312630,418426,421044,251100,161404,NA,276229,287968,431158,182569,207704,276616,214808,285955,564498,243444,298027,166280,130300,189311,160535,157709,327334,521772,390317,446684,288238,227047,261276,196981,313071,967729,412592,159890,267055,NA,130445,738803,277124,210156,384090,197755,121479,359670,NA,400476,128289,217734,183073,272545,212121,469078,305806,618931,260919,182858,362545,263465,309955,142730,NA,550270,407157,NA,310125,282473,201205,219887,359768,189619,309759,213744,230439
"675","423.325@9.183477",152079,136769,221210,59814,36658,156472,152384,50395,174562,157365,82896,90810,98940,157701,119006,NA,170128,161002,209449,81910,NA,67647,121015,37824,339727,101247,279307,55587,121281,146358,93796,99232,197941,75663,235388,113175,140695,38962,184358,398307,88657,131057,94636,NA,65619,76741,105775,229819,236386,NA,NA,206947,60782,33452,NA,132518.728632993,205849,74212,137563,31153,81558,211231,207874,173066,489564,200516,219485,214317,NA,NA,NA,190915,69601,50095,193848,76776,138224,36477,126993,105628
"676","688.49115@9.188102",354089,117637,572587,298693,181533,229015,226260,129774,NA,NA,172816,140587,374077,381618,315094,299606,532854,452788,514016,242436,136489,NA,219191,129220,550966,233146,NA,236866,215104,168833,378411,294534,451233,NA,533380,319835,256065,215211,536214,729124,235623,281573,337531,240565,188706,195346,305617,509875,787398,183391,82587,569494,237518,184808.35723791,415734,43218,561883,251860,566847,179897,384760,291311,203144,465584,845723,260093,NA,397530,NA,500799,299306,NA,325371,255289,277878,177172,591670,108836,438744,265950
"677","704.5834@9.189852",4800626,2357622,3172763,5927298,3662609,2857680,2033906,2861626,2612960,2657504,3191268,2916513,3317955,3237372,NA,3379071,3392292,2456761,3351075,5452289,3105554,5209597,3798387,3553728,2791900,4564795,3256231,3753270,3658345,2710662,5091566,3314062,3095517,6436272,4076101,4483865,2046168,4734245,2758709,2647081,3312768,2396590,3051206,3098694,4104338,NA,4555862,3582631,3714220,1933412,3752579,2965033,9879248,4152321,3295011,1873930,4604725,4930530,5099266,NA,3039444,2961970,2042939,4238270,NA,1841747,3940060,3777527,4810980,3217594,5639603,3441301,3133798,3685654,3590827,6219991,2765715,7826131,4842064,NA
"678","716.5827@9.201811",478950,240824,546779,734199,568835,350185,183860,50950,330620,264218,330752,363090,563284,117303,524319,132667,169490,394267,NA,746158,171769,555011,123607,603560,288916,392880,65429,472863,285347,192955,486646,593622,369852,415923,326755,274159,160458,703145,396180,90481,555472,242317,465938,533936,418949,458272,308458,239035,369899,108130,450504,NA,48487,NA,200012,434707,249901,439938,294306,612896,NA,249495,253330.119229998,169937,213678,76225,243315,152871,416336,379003,261766,543206,298058,304582,265047,579958,245842,460309,NA,385748
"679","799.57275@9.204921",37468,34261.5832743811,41464.1464866285,43666.6712250513,22273,37172.6296977439,18037,34902,39590,15500,37947,36901.5796567137,36013,41329.7083997413,55218,33422.926359965,40065,20293,52590,41932,36433.7913616448,39522,43099.7390836581,25864,45661,NA,36568,NA,NA,38293,51027,40107.1786201162,46342,26390,42945,34532,16035,NA,32282,31074.5328470864,40476,44720,46027.4662062233,39200.3527000569,48531,25385,NA,43603.1001516619,35944.5421683371,NA,37869,67776,82834,NA,33572.8950179221,60754,39424,40151.4954282763,24820,66984,41356,22639,40938.3957350895,48081,42760,35571.7797489849,62107,NA,37040,35815.765837072,47763,34169,72393,38329,48441,NA,31587.7639685306,121959,37832,60637
"680","805.56195@9.210202",5949517,2306414,NA,3020122,7583261,1604266,14075,2622577,2972085,610438,3156687,2882386,NA,1312481,2586063,950113,NA,4278308,3758171,6392950,2670464,1457740,1155429,5980280,1678149,NA,1506988,3411257,1563553,1090656,3784173,3142430,1420439,6346515,2446745,1216116,3178275,4976822,1107680,947213,2582172,NA,7348667,2759009,NA,NA,2906630,2429605,2714441,1013960,2173587,713626,1376055,6421880,368345,555092,1104606,540173,995612,4141511,3152086,1312506,488212,1504362,992878,1009823,3984500,2777655,3597879,1575200,3277538,1439265,3320097,1770605,1126589,5278066,NA,5096070,1568691,NA
"681","837.59937@9.212045",82761,96019,67948,76897,227521,55322.4127017373,75126.3334897692,41901,101381,NA,48417,85687,95154,51153,91014,50851.2524923216,40016,60494,111638,154436,NA,140474,61188.8017223583,NA,66997,39237,32185,136990,47546,60002.770329624,71781,144070,69365.661260107,186083,17076,32658,45974,124661,92686.5039659917,NA,44049,34917,155742,58061,57647,NA,70373,110757.880441528,79418,102481,98800,68910,NA,182941,81780.7317179381,41468,80961,234873,NA,227590,NA,26956,47098.2716532684,63476,55630.3719168997,26458,108475,67749,96815,55418.4013992721,61662,24984,95409,155685,61855.6539636149,117137,NA,120674,109445,119869
"682","779.54626@9.212498",16426189,22253806,13436578,61986440,42165624,6978928,6872826,13175347,26576158,6052254,10110725,16090726,16896794,12881976,15347052,5597651,14637804,13724421,26424834,38111992,8046919,34971244,9419473,NA,14875946,10339871,11702548,23739250,11733160,4581434,15667425,28277408,5811957,34245576,6415319,9115125,14754630,22108908,10492234,3017930,NA,9633624,36742620,12603804,NA,41142924,NA,7527896,21440712,27384604,23030494,15681529,20093924,34225692,6085768,11478410,14959686,42291624,17180012,47573492,24738272,9051045,2985433,13946975,9042306,11235140,21005020,18170126,18961192,5882869,15018634,8678300,24880106,31177828,7127333,25196852,NA,29001040,21883486,23752214
"683","981.39685@9.216857",70667,137587,82027,155417,134394,39500,75198,44607,119792,55452,72650,NA,99363,95757,110105,50397,96376,93658,120028,115763,60291,140897,80331,99006,114896,67307,49593,116292,77011.5810967538,36532,99428,131605,40219,157993,45096,67709,78726,116924,79625,31856,82960,73168,162008,84515,93014,149035,90198,51352,139344,171218,91210,100668,102457,133371,51262,80057,NA,184977,98027,114778,114020,58800,27158,109274,84385,92977,102957,119218,120696,44796,84866,74466,152779,116256,56946,95109,130293,NA,119060,124087
"684","941.4447@9.217041",NA,NA,42138,57405,58088,26234,30135.3959373621,39358,62569,20091,28398,41499,36738,39262.288593501,41999,16008,33965,44361,65258,42686,24279,51904,39723.3058572203,52334,39463.2927832797,28785,34562,59517,33298,36098.8742434131,43226,55647,15477,68549,NA,34479.8011543022,42991,49264,33317,11253,40490,34067,61049,42331,47423,83829,47664,23782,43361,64008,NA,43326,48222,74901,NA,34341,33982,40260,42800,64345,54090,28264,27497.074347929,41418,38763.660203233,36602,44218,51209,49614,34447.4861996435,40087,NA,66682,24183,NA,54717,48307,61298,59221,NA
