# Notes : Entities from the selected region(s) of the Venn diagram:
#EL2 - (EL1 ^ EL2)
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:35:43 CET 2017
Compound	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
252.14816@4.9070807	2	3622912.0	4911063.0	6306487.0	3403530.0	2923564.0	803713.0	1.2773385E7	3875974.0	4135100.0	1551735.0	5362265.0	7028019.0	2555323.0	1.4017799E7	666415.0	9681296.0	4539366.0	9928159.0	2654081.0	4032090.0	1087904.0	1.0	481048.0	5281251.0	90763.0	1143575.0	984050.0	6917292.0	515906.0	3192958.0	9416475.0	6111937.0	4371136.0	1.0	3153006.0	5025293.0	2992312.0	2764128.0	2715771.0	2625138.0	5367392.0	5145233.0	5115399.0	5160420.0
824.5639@4.923833	2	60979.0	56644.0	178993.0	90243.0	52553.0	146749.0	146459.0	157541.0	68353.0	76238.0	57775.0	289576.0	70720.0	125202.0	99421.0	164219.0	156792.0	130938.0	94863.0	163104.0	132739.0	211858.0	365852.0	190052.0	489096.0	94044.0	155639.0	58903.0	695386.0	181246.0	129424.0	151743.0	61269.0	612399.0	33695.0	85345.0	35330.0	36045.0	32278.0	37384.0	89626.0	93128.0	88011.0	92995.0
974.6374@4.942934	2	23640.0	15604.0	32429.0	22003.0	14130.0	22111.0	32866.0	27516.0	16702.0	18846.0	13938.0	54827.0	20005.0	28797.0	16149.0	31022.0	31334.0	45279.0	18245.0	28488.0	18099.0	27896.0	33344.0	34743.0	39217.0	16850.0	25627.0	16481.0	57583.0	35042.0	40674.0	33299.0	17058.0	1.0	11638.0	14735.0	13049.0	10353.0	10945.0	1.0	20572.0	18675.0	18577.0	16710.0
886.6634@4.9459677	2	16050.0	10337.0	39171.0	15013.0	12219.0	21161.0	29619.0	26368.0	14171.0	1.0	14761.0	58577.0	14073.0	26920.0	18863.0	34397.0	32001.0	28231.0	16259.0	32592.0	19597.0	24201.0	45610.0	34962.0	43061.0	19521.0	23479.0	10029.0	71308.0	36922.0	28029.0	32056.0	13598.0	71421.0	8744.0	18923.0	9632.0	7891.0	9568.0	8934.0	20209.0	17358.0	17343.0	19411.0
777.6118@4.946032	2	20213.0	16976.0	48969.0	23161.0	15323.0	28880.0	47888.0	42458.0	21037.0	21742.0	21137.0	92268.0	20069.0	41474.0	22038.0	44342.0	54720.0	40786.0	25974.0	53993.0	24924.0	36660.0	75046.0	56009.0	72756.0	26286.0	34420.0	17122.0	117628.0	62524.0	46641.0	53835.0	19408.0	91828.0	1.0	25957.0	13868.0	11180.0	13206.0	8482.0	26077.0	23976.0	26620.0	24941.0
910.6813@4.945833	1	1.0	1.0	78148.0	1.0	1.0	53565.0	55474.0	83668.0	1.0	41483.0	11403.0	119465.0	8823.0	34774.0	9982.0	39627.0	79416.0	26067.0	11339.0	76386.0	45676.0	64906.0	123403.0	84638.0	114461.0	11329.0	1.0	1.0	77337.0	88323.0	79716.0	86941.0	1.0	86558.0	1.0	10633.0	1.0	1.0	1.0	1.0	48897.0	1.0	1.0	1.0
218.16763@5.074596	2	67285.0	60156.0	152637.0	60690.0	38617.0	71376.0	81426.0	130910.0	67762.0	64707.0	48148.0	199687.0	54539.0	150615.0	109351.0	84150.0	141435.0	98472.0	107467.0	133964.0	71242.0	91300.0	135718.0	115042.0	114796.0	88067.0	83249.0	35212.0	320001.0	139717.0	148617.0	174044.0	104484.0	235031.0	52852.0	110886.0	47109.0	48470.0	46858.0	50511.0	105058.0	102306.0	106091.0	101741.0
373.23697@5.077687	2	16352.0	12957.0	44195.0	19712.0	15522.0	18669.0	24853.0	40211.0	1.0	1.0	13782.0	55696.0	15023.0	57929.0	34429.0	32762.0	41385.0	20466.0	31069.0	35606.0	15917.0	29566.0	46791.0	32387.0	47506.0	13018.0	22415.0	1.0	51963.0	37218.0	67205.0	52574.0	28705.0	61024.0	1.0	20489.0	1.0	1.0	1.0	1.0	18792.0	19269.0	15040.0	18136.0
215.13496@5.088412	2	34057.0	60601.0	179472.0	91563.0	238719.0	1.0	402328.0	257601.0	135782.0	60860.0	1.0	129122.0	41175.0	133973.0	73379.0	478892.0	66331.0	230326.0	60867.0	107376.0	36290.0	117676.0	225042.0	240491.0	715065.0	1.0	33423.0	34110.0	85371.0	208665.0	334830.0	136513.0	1.0	41449.0	1.0	1.0	27145.0	1.0	1.0	1.0	56039.0	60981.0	62677.0	1.0
221.1058@5.101577	2	245417.0	104886.0	795285.0	186324.0	118793.0	1.0	312637.0	105405.0	288896.0	258540.0	118379.0	268988.0	82664.0	395111.0	1.0	634115.0	297834.0	316748.0	139105.0	1543254.0	225188.0	349418.0	161848.0	551879.0	231989.0	89588.0	85857.0	247777.0	278012.0	215073.0	181496.0	380155.0	160719.0	77097.0	244771.0	395653.0	226721.0	218272.0	213910.0	209293.0	417534.0	414111.0	404113.0	386495.0
310.18985@5.101668	2	1516167.0	601358.0	5701161.0	1126377.0	713887.0	97743.0	2100426.0	609840.0	1872212.0	1609420.0	662230.0	1743091.0	469644.0	2687250.0	119242.0	4481716.0	1995796.0	2111366.0	825236.0	1.1176348E7	1414430.0	2225091.0	960990.0	3931038.0	1601138.0	495004.0	470971.0	1524858.0	1828653.0	1334853.0	1197411.0	2547085.0	928963.0	452750.0	1474030.0	2747123.0	1377154.0	1353814.0	1308257.0	1273833.0	2798038.0	2754527.0	2743278.0	2671936.0
268.14276@5.101916	2	121096.0	44998.0	433756.0	90509.0	57466.0	1.0	165575.0	48849.0	157163.0	126811.0	53751.0	144103.0	36911.0	213994.0	1.0	341312.0	163683.0	165853.0	65385.0	856577.0	107935.0	174536.0	79394.0	307218.0	125836.0	40071.0	38863.0	122917.0	154269.0	111856.0	89231.0	198076.0	75661.0	37150.0	116615.0	216101.0	103193.0	105373.0	102379.0	103288.0	214342.0	207545.0	210936.0	212909.0
179.0586@5.079623	2	91156.0	458967.0	282025.0	71492.0	44932.0	106156.0	110253.0	35231.0	110007.0	91944.0	44133.0	100180.0	277615.0	140013.0	85875.0	227977.0	108635.0	115325.0	49705.0	545579.0	81336.0	129287.0	56003.0	200620.0	90261.0	30067.0	123332.0	93869.0	93930.0	73537.0	63754.0	135943.0	53757.0	1.0	87118.0	139981.0	83484.0	81084.0	76007.0	73197.0	152403.0	152014.0	148814.0	139922.0
392.27905@5.136555	2	20088.0	24309.0	83704.0	35570.0	20306.0	21704.0	27287.0	62313.0	25491.0	23423.0	20236.0	46320.0	1.0	70588.0	45145.0	53909.0	48877.0	28141.0	36231.0	41238.0	18419.0	45703.0	75890.0	53065.0	62774.0	13897.0	25733.0	1.0	59210.0	38888.0	77520.0	78775.0	27915.0	88984.0	1.0	39381.0	1.0	1.0	1.0	14573.0	37828.0	35147.0	33536.0	34716.0
217.20496@5.1604834	2	41113.0	40981.0	36723.0	24685.0	1.0	76099.0	49680.0	64697.0	32963.0	62051.0	76774.0	176988.0	55266.0	49766.0	43350.0	96152.0	191665.0	73053.0	114308.0	42953.0	36287.0	30002.0	67761.0	92562.0	108987.0	32536.0	1.0	905628.0	1.289183E7	5013259.0	57293.0	109045.0	37681.0	282140.0	1125895.0	1907083.0	1038451.0	1031828.0	970312.0	961092.0	1883144.0	1953040.0	1928852.0	1859486.0
440.33673@5.192922	1	13600.0	12441.0	32602.0	17048.0	1.0	17155.0	45707.0	20311.0	1.0	1.0	13202.0	72680.0	12699.0	33111.0	1.0	43498.0	33212.0	39027.0	13303.0	30127.0	14372.0	12684.0	33508.0	37944.0	29997.0	15249.0	19269.0	1.0	78335.0	31465.0	27978.0	45001.0	13752.0	62701.0	1.0	15299.0	1.0	1.0	1.0	1.0	13068.0	16283.0	1.0	13993.0
285.1944@5.206288	1	1.0	1.0	344082.0	36924.0	305185.0	90760.0	82729.0	128867.0	71245.0	1.0	281072.0	448077.0	227966.0	666616.0	21949.0	92052.0	351384.0	728595.0	1.0	180034.0	87739.0	208856.0	180557.0	133624.0	294448.0	157777.0	81235.0	55976.0	129432.0	76855.0	126341.0	336928.0	98988.0	90555.0	131603.0	254054.0	133582.0	128070.0	125849.0	124868.0	254974.0	260524.0	251054.0	249691.0
177.0794@5.2525687	1	43511.0	57115.0	116721.0	67245.0	52436.0	1.0	109379.0	43738.0	1.0	34930.0	52762.0	71623.0	1.0	107716.0	1.0	88800.0	72915.0	104187.0	1.0	120139.0	114057.0	1.0	77214.0	80309.0	139312.0	50348.0	1.0	56623.0	128684.0	77557.0	79910.0	82992.0	1.0	53760.0	42139.0	69468.0	43198.0	39172.0	36509.0	1.0	75236.0	82627.0	76172.0	69365.0
109.05274@5.252636	2	1037986.0	1355256.0	3343104.0	1724217.0	1386502.0	276907.0	3159888.0	1024881.0	756353.0	775049.0	1222040.0	1997061.0	656604.0	3343873.0	358765.0	2787472.0	2023592.0	3041859.0	688957.0	3636037.0	3043968.0	833247.0	2300214.0	2237968.0	4253649.0	1207451.0	460988.0	1364863.0	4048414.0	2221935.0	2309733.0	2398715.0	720399.0	1679836.0	1036405.0	1957943.0	997384.0	958742.0	936063.0	935698.0	2155280.0	2196985.0	2166502.0	1995013.0
153.04295@5.2516327	2	6909075.0	8454532.0	1.6879536E7	1.1072533E7	8282619.0	1544907.0	1.5916532E7	5783972.0	4921939.0	4977544.0	7947054.0	1.0594154E7	3607300.0	1.664445E7	2059006.0	1.4075429E7	1.0527624E7	1.5375542E7	4174985.0	1.8228162E7	1.845318E7	5451226.0	1.1695857E7	1.1853337E7	2.185617E7	7808183.0	2729892.0	8787900.0	1.9901028E7	1.1413619E7	1.1802169E7	1.2466656E7	4271238.0	8587700.0	6230222.0	1.0384094E7	6124074.0	5946547.0	5754651.0	5761827.0	1.1127083E7	1.1325089E7	1.1258752E7	1.0384681E7
473.175@5.253082	1	19196.0	24892.0	24762.0	43654.0	21379.0	1.0	24976.0	1.0	1.0	1.0	1.0	27748.0	1.0	52301.0	1.0	44399.0	28197.0	63263.0	8604.0	58775.0	22700.0	13481.0	33923.0	17716.0	70840.0	17225.0	1.0	1.0	66473.0	31948.0	22128.0	41161.0	1.0	12129.0	17772.0	29018.0	16907.0	14585.0	11814.0	12922.0	35267.0	35574.0	36284.0	30315.0
79.04208@5.202147	1	66315.0	49103.0	244271.0	67564.0	47285.0	1.0	241971.0	86462.0	71899.0	1.0	42454.0	167069.0	1.0	260395.0	1.0	225785.0	156383.0	224777.0	52953.0	253164.0	117102.0	1.0	167765.0	168385.0	308834.0	1.0	1.0	106205.0	318562.0	166601.0	168186.0	179178.0	74033.0	132971.0	71932.0	159471.0	1.0	41067.0	1.0	1.0	160626.0	171394.0	165429.0	167324.0
279.04202@5.252964	2	17716.0	23640.0	91941.0	37530.0	22534.0	1.0	79517.0	32585.0	17951.0	20708.0	30900.0	56790.0	15196.0	82177.0	1.0	65087.0	58497.0	84362.0	1.0	95892.0	56960.0	15168.0	60642.0	61997.0	108787.0	28370.0	1.0	32652.0	103133.0	61391.0	62189.0	67154.0	1.0	43714.0	21447.0	56373.0	26823.0	22893.0	24168.0	21866.0	56965.0	61382.0	60554.0	53935.0
323.24612@5.3745003	1	23277.0	24572.0	32093.0	1.0	1.0	1.0	33155.0	38908.0	1.0	1.0	1.0	51411.0	20522.0	51647.0	23975.0	1.0	40235.0	23197.0	24811.0	28297.0	31018.0	1.0	36882.0	38828.0	1.0	15093.0	24041.0	1.0	42088.0	34815.0	34049.0	41363.0	37043.0	48995.0	12292.0	26119.0	1.0	1.0	1.0	1.0	22654.0	23968.0	25082.0	23731.0
323.24612@5.624291	2	34254.0	49200.0	74527.0	27095.0	29467.0	1.0	52949.0	64104.0	41171.0	22831.0	30571.0	53914.0	42469.0	121591.0	44141.0	40243.0	76337.0	42607.0	42592.0	50395.0	59031.0	56273.0	64721.0	44004.0	45046.0	28860.0	38895.0	34271.0	63514.0	61812.0	64384.0	68869.0	73625.0	91656.0	1.0	36151.0	1.0	1.0	1.0	1.0	42306.0	36729.0	36480.0	35664.0
113.084@5.623546	2	180646.0	198102.0	362418.0	156676.0	113502.0	139765.0	325601.0	269917.0	162951.0	142747.0	158702.0	435819.0	158145.0	424015.0	174045.0	243619.0	381962.0	254855.0	200064.0	261028.0	194303.0	203554.0	324590.0	325419.0	246012.0	132150.0	191333.0	124648.0	307982.0	311972.0	323368.0	690850.0	226424.0	378877.0	108446.0	190894.0	96028.0	104956.0	97855.0	94659.0	194302.0	183392.0	189906.0	189342.0
309.19446@5.6463447	1	1.0	1.0	133364.0	1.0	123534.0	26957.0	35602.0	100533.0	62917.0	1.0	104967.0	116778.0	82197.0	154281.0	1.0	33723.0	83418.0	224100.0	1.0	64691.0	1.0	68238.0	116413.0	72366.0	72850.0	54501.0	20630.0	20059.0	48212.0	25312.0	48782.0	105820.0	37441.0	33198.0	22290.0	44965.0	20433.0	14302.0	22681.0	1.0	40818.0	37449.0	46489.0	36925.0
364.2365@5.7141075	2	175103.0	178837.0	538607.0	204896.0	157000.0	256136.0	230076.0	407091.0	271934.0	158869.0	158252.0	526827.0	136793.0	466908.0	292034.0	389480.0	324483.0	243600.0	297358.0	468258.0	173388.0	317056.0	439981.0	342043.0	320264.0	146790.0	221808.0	83691.0	513148.0	470921.0	486563.0	506582.0	287763.0	772455.0	168571.0	386146.0	165674.0	155044.0	162001.0	169486.0	336289.0	365478.0	364614.0	376461.0
218.1677@5.7173758	2	99609.0	88019.0	288151.0	148834.0	86189.0	130142.0	133299.0	207275.0	126657.0	108672.0	102911.0	256037.0	95122.0	260361.0	185490.0	224952.0	196566.0	136665.0	147993.0	187805.0	109546.0	178631.0	223701.0	184150.0	195812.0	101277.0	150180.0	57232.0	289346.0	273340.0	202538.0	270364.0	178492.0	386413.0	104632.0	215211.0	105114.0	101710.0	103035.0	105702.0	202856.0	213701.0	215449.0	207441.0
856.64233@5.880838	2	1.0	11325.0	36645.0	13621.0	1.0	16656.0	37675.0	18878.0	12147.0	10929.0	12110.0	73489.0	7624.0	24075.0	8704.0	24250.0	26893.0	26513.0	10376.0	24376.0	13933.0	10922.0	24562.0	24483.0	16781.0	12584.0	18577.0	12777.0	66407.0	25140.0	1.0	33981.0	11033.0	45269.0	1.0	9030.0	1.0	1.0	1.0	1.0	12007.0	11635.0	12542.0	11026.0
218.16772@5.8389063	2	81152.0	107302.0	113257.0	58733.0	109085.0	170864.0	48294.0	229452.0	141664.0	55735.0	136767.0	297486.0	41829.0	97813.0	75702.0	55854.0	80619.0	215037.0	61020.0	473631.0	53781.0	187400.0	167285.0	126541.0	98646.0	114017.0	54007.0	75881.0	107949.0	75553.0	98403.0	393247.0	60918.0	131380.0	112436.0	68672.0	98250.0	108140.0	34897.0	108732.0	65518.0	72900.0	226661.0	65722.0
323.24634@5.941637	2	30510.0	31245.0	52601.0	23177.0	21843.0	23659.0	55412.0	56313.0	25798.0	23737.0	23967.0	71704.0	29534.0	98257.0	31131.0	50391.0	56774.0	42073.0	35307.0	46366.0	41206.0	37805.0	59734.0	55513.0	55634.0	23034.0	29833.0	1.0	49922.0	53371.0	56581.0	65529.0	49967.0	65333.0	1.0	33492.0	1.0	1.0	15665.0	1.0	33835.0	33461.0	19813.0	34432.0
245.23634@6.0345244	2	69546.0	48831.0	41864.0	26364.0	30821.0	120304.0	52896.0	79700.0	46531.0	73032.0	134408.0	177425.0	46488.0	59581.0	41471.0	124405.0	211064.0	78625.0	129565.0	46978.0	42570.0	33125.0	119451.0	193812.0	100738.0	51770.0	33468.0	674450.0	8562887.0	3937442.0	79624.0	97047.0	55477.0	187554.0	907977.0	1558839.0	877336.0	845481.0	795148.0	769069.0	1514341.0	1615814.0	1601976.0	1607247.0
271.2152@6.061201	2	28055.0	28533.0	53242.0	1.0	1.0	23017.0	41574.0	66111.0	23988.0	22090.0	28559.0	69038.0	26319.0	64598.0	40452.0	34997.0	53400.0	33027.0	31673.0	39272.0	29491.0	26090.0	45544.0	55590.0	34462.0	1.0	28484.0	1.0	45736.0	47612.0	59363.0	90113.0	41372.0	60249.0	1.0	1.0	1.0	1.0	1.0	1.0	25775.0	1.0	25880.0	25935.0
294.16626@6.088716	2	33491.0	26866.0	47019.0	22877.0	23655.0	30842.0	52390.0	67436.0	32755.0	28150.0	1.0	50475.0	36917.0	51208.0	1.0	69289.0	41730.0	43275.0	45009.0	47927.0	1.0	27972.0	73501.0	79157.0	58520.0	26539.0	27892.0	108019.0	68783.0	53697.0	52061.0	172124.0	31183.0	65785.0	29543.0	56507.0	28998.0	32869.0	28674.0	30814.0	66033.0	61836.0	56543.0	60448.0
333.23096@6.0895467	2	123288.0	89146.0	428114.0	134627.0	214394.0	171971.0	243968.0	261960.0	123444.0	54650.0	114805.0	359261.0	96075.0	1020579.0	145247.0	97203.0	303280.0	262593.0	131228.0	292429.0	123204.0	346369.0	314440.0	303111.0	346927.0	145074.0	112996.0	63615.0	246096.0	224191.0	429864.0	913735.0	139707.0	220244.0	106691.0	212389.0	105403.0	99673.0	95438.0	98819.0	208937.0	212748.0	201716.0	214246.0
399.24127@6.105675	1	1.0	1.0	29932.0	1.0	1.0	1.0	1.0	24829.0	1.0	1.0	1.0	34360.0	9453.0	28476.0	21248.0	10084.0	35214.0	13996.0	22695.0	39474.0	19415.0	1.0	41029.0	26134.0	19281.0	1.0	17460.0	1.0	26739.0	29870.0	32262.0	26601.0	15488.0	59734.0	1.0	16972.0	1.0	1.0	1.0	1.0	15535.0	19614.0	16953.0	17219.0
146.11012@6.122281	1	24137.0	20113.0	30475.0	1.0	1.0	16646.0	24887.0	25463.0	1.0	1.0	1.0	47942.0	1.0	42704.0	19600.0	1.0	1.0	1.0	24491.0	1.0	17733.0	19207.0	31264.0	35104.0	30041.0	15386.0	19286.0	13157.0	30899.0	1.0	40451.0	42689.0	23879.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26740.0	1.0	1.0	1.0
184.12527@6.121674	1	26856.0	1.0	36335.0	1.0	1.0	20395.0	35229.0	34319.0	23779.0	1.0	1.0	48497.0	1.0	50755.0	22815.0	29747.0	37580.0	28438.0	30063.0	32517.0	23299.0	23712.0	39601.0	42248.0	35873.0	1.0	25386.0	1.0	36901.0	36287.0	41977.0	51900.0	28554.0	43790.0	1.0	25311.0	1.0	1.0	1.0	15587.0	33465.0	29173.0	30094.0	26421.0
118.07847@6.1218295	2	54359.0	1.0	74824.0	41381.0	45328.0	35063.0	66737.0	66334.0	65973.0	31888.0	55859.0	108403.0	60182.0	101845.0	45212.0	100568.0	82382.0	1.0	53423.0	96860.0	47755.0	46857.0	80731.0	91879.0	73334.0	49173.0	42871.0	36498.0	78259.0	1.0	85099.0	106641.0	79253.0	97271.0	34898.0	63612.0	54847.0	1.0	46360.0	44594.0	1.0	61131.0	68212.0	63364.0
186.10493@6.1219773	1	108113.0	100909.0	153174.0	1.0	61243.0	86462.0	144033.0	137264.0	96262.0	75392.0	84212.0	198355.0	1.0	218653.0	97452.0	143181.0	151798.0	126592.0	119441.0	132050.0	1.0	1.0	1.0	184850.0	147191.0	78883.0	95782.0	1.0	163666.0	147921.0	1.0	1.0	126037.0	196207.0	73833.0	119287.0	69413.0	65145.0	68660.0	66316.0	123022.0	1.0	1.0	1.0
172.08887@6.121922	2	86586.0	42411.0	115985.0	40288.0	26903.0	64168.0	111776.0	104454.0	67918.0	59725.0	38315.0	149621.0	64621.0	159388.0	73794.0	58001.0	121291.0	93706.0	52317.0	55085.0	77287.0	34957.0	129039.0	147900.0	108204.0	35517.0	77508.0	36229.0	127425.0	111556.0	128867.0	162002.0	90577.0	78052.0	60088.0	88989.0	58900.0	50841.0	1.0	31874.0	95901.0	89681.0	96356.0	92603.0
146.07256@6.1219163	1	1.0	67833.0	111247.0	61352.0	44837.0	50235.0	87526.0	101008.0	68565.0	1.0	65564.0	28283.0	1.0	155462.0	71207.0	103066.0	114057.0	91864.0	1.0	101289.0	68890.0	60648.0	123667.0	138139.0	19311.0	1.0	1.0	1.0	93692.0	93819.0	123142.0	157919.0	93880.0	132698.0	47662.0	1.0	1.0	47896.0	50180.0	1.0	74196.0	1.0	14175.0	1.0
673.46893@6.1219993	1	11995.0	10671.0	15196.0	1.0	1.0	7196.0	9858.0	13034.0	7195.0	1.0	1.0	23052.0	7138.0	25513.0	7918.0	10325.0	14997.0	10023.0	15055.0	11238.0	11473.0	10128.0	16733.0	21731.0	1.0	1.0	10027.0	1.0	16618.0	12156.0	15275.0	26175.0	15810.0	22000.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8632.0
666.3285@6.18539	2	22896.0	29153.0	55106.0	1.0	1.0	14271.0	37012.0	47832.0	23479.0	17473.0	22427.0	86889.0	18974.0	109176.0	19046.0	32289.0	61876.0	24543.0	33751.0	37115.0	37694.0	20913.0	51923.0	67717.0	12752.0	22812.0	25886.0	1.0	52045.0	43986.0	40526.0	111293.0	62795.0	85650.0	1.0	27095.0	1.0	1.0	10588.0	1.0	1.0	20714.0	25345.0	31548.0
335.24628@6.1885486	2	25925.0	34871.0	65752.0	24619.0	1.0	29098.0	28215.0	55838.0	22319.0	22180.0	1.0	72951.0	18346.0	53754.0	48211.0	33868.0	61013.0	34355.0	53445.0	48941.0	36042.0	29159.0	81576.0	51544.0	37860.0	25517.0	32837.0	1.0	73758.0	50642.0	57207.0	52591.0	56005.0	123487.0	18559.0	48191.0	15550.0	18808.0	18467.0	1.0	36976.0	35187.0	37177.0	48354.0
346.2291@6.2508073	2	34436.0	36778.0	55387.0	28129.0	1.0	31742.0	55315.0	60935.0	37853.0	28095.0	32020.0	76356.0	27304.0	82081.0	37110.0	62091.0	71449.0	46765.0	52699.0	50250.0	35617.0	31879.0	76571.0	68508.0	56714.0	23980.0	31005.0	27453.0	54577.0	56113.0	86562.0	167990.0	45842.0	72571.0	22134.0	40875.0	20167.0	1.0	19762.0	1.0	40453.0	43642.0	42708.0	43424.0
206.13493@6.284558	1	25327.0	49299.0	23600.0	1.0	1.0	59519.0	1.0	1.0	1.0	45089.0	82192.0	174400.0	62219.0	50290.0	130912.0	215101.0	615079.0	61592.0	150615.0	32115.0	22866.0	19524.0	1.0	74736.0	212649.0	16609.0	20262.0	52752.0	62035.0	1.0	1.0	179924.0	24692.0	443175.0	23845.0	31395.0	17379.0	20770.0	1.0	1.0	39061.0	38135.0	1.0	1.0
172.158@6.3826666	1	1.0	60973.0	47623.0	34570.0	41947.0	82291.0	64910.0	56428.0	1.0	1.0	71827.0	201741.0	44490.0	85430.0	48865.0	83811.0	87254.0	145069.0	55616.0	49312.0	1.0	35944.0	62752.0	54988.0	71512.0	1.0	1.0	1.0	59554.0	37238.0	48955.0	175972.0	1.0	155346.0	26533.0	46429.0	1.0	1.0	1.0	1.0	46516.0	44073.0	46004.0	1.0
385.2623@6.3897758	2	2207046.0	13652.0	2041433.0	82817.0	120493.0	81092.0	333246.0	61624.0	225171.0	60315.0	416045.0	381332.0	264694.0	438021.0	564829.0	162564.0	22730.0	50892.0	1000900.0	320528.0	349251.0	654942.0	1589820.0	1.0396132E7	2244719.0	514676.0	695211.0	1418786.0	4745866.0	540945.0	115864.0	450433.0	525913.0	190740.0	379433.0	623148.0	341528.0	333444.0	332463.0	323869.0	650701.0	627035.0	658795.0	645881.0
349.26184@6.434348	1	22442.0	25150.0	47292.0	1.0	1.0	1.0	28472.0	32657.0	1.0	1.0	1.0	53385.0	16799.0	50963.0	1.0	29820.0	39090.0	29344.0	27230.0	34978.0	24371.0	25635.0	52003.0	48485.0	35631.0	1.0	23113.0	1.0	57630.0	35424.0	46362.0	62280.0	29278.0	71541.0	1.0	32898.0	1.0	1.0	1.0	1.0	28909.0	28105.0	29888.0	32845.0
218.16798@6.18749	1	758649.0	102171.0	4.4382848E7	2.9449414E7	1.0	1.0	4.1709484E7	1.0	1.0	2.6038864E7	160759.0	1.0	2.8292342E7	5.4075368E7	3.1701384E7	3.9600908E7	4.4099196E7	1.0	3.6852192E7	1.0	3.2606134E7	3.2867462E7	4.637202E7	4.9951852E7	4.2713448E7	2.7409074E7	3.2365622E7	509653.0	4.4833536E7	4.2746528E7	4.6486708E7	1.0	3.813692E7	4.978318E7	187707.0	3.5529564E7	149152.0	171025.0	2.3723048E7	125168.0	3.6908308E7	3.6701288E7	238693.0	3.6198784E7
618.4724@6.4999995	2	10820.0	13586.0	39707.0	1.0	9395.0	17783.0	52576.0	21075.0	16139.0	1.0	14597.0	92382.0	1.0	28262.0	10694.0	39728.0	38156.0	46063.0	15054.0	27234.0	14655.0	10925.0	42234.0	38285.0	30939.0	13201.0	22668.0	13881.0	85293.0	35542.0	32686.0	39163.0	13467.0	67483.0	1.0	14737.0	1.0	1.0	1.0	1.0	11939.0	11314.0	13607.0	10910.0
218.16772@6.48035	2	112587.0	183007.0	661755.0	105366.0	60870.0	118151.0	102175.0	243690.0	124402.0	87117.0	89543.0	293088.0	93469.0	1.0	219140.0	127214.0	233339.0	145334.0	363730.0	287827.0	137403.0	249297.0	381526.0	3322128.0	755527.0	191859.0	288511.0	65077.0	1454280.0	205839.0	308559.0	239264.0	199689.0	214344.0	80615.0	241685.0	82022.0	78692.0	133675.0	83813.0	246733.0	228430.0	171867.0	230087.0
349.2621@6.5369263	1	1.0	19948.0	47064.0	1.0	1.0	1.0	1.0	33986.0	1.0	12879.0	1.0	43239.0	1.0	30979.0	27024.0	1.0	31948.0	20240.0	29499.0	32903.0	18874.0	20346.0	48184.0	31408.0	33061.0	1.0	16618.0	1.0	47934.0	30407.0	46365.0	30185.0	27412.0	99454.0	1.0	27714.0	1.0	1.0	1.0	1.0	20211.0	20659.0	23208.0	27928.0
378.20166@6.5639186	2	37483.0	39453.0	66973.0	24286.0	1.0	23553.0	61003.0	49729.0	30865.0	26680.0	28565.0	83136.0	21106.0	64509.0	33392.0	71982.0	68020.0	49276.0	42247.0	48574.0	24209.0	25487.0	57721.0	63599.0	62555.0	21111.0	33280.0	21654.0	60220.0	57816.0	80032.0	167242.0	30405.0	79145.0	22434.0	45750.0	22772.0	1.0	20096.0	1.0	47858.0	47275.0	46650.0	47297.0
165.0798@6.7096167	1	21734.0	1.0	48656.0	19580.0	1.0	16174.0	1.0	52021.0	13891.0	1.0	13504.0	1.0	1.0	38156.0	34868.0	24228.0	1.0	1.0	28910.0	37419.0	18960.0	20725.0	55920.0	1.0	29121.0	16480.0	26144.0	1.0	1.0	44123.0	41194.0	43393.0	33321.0	73901.0	1.0	28728.0	1.0	1.0	1.0	1.0	1.0	25655.0	28578.0	28627.0
